movieId,title,isAdult,year,runtime,genres,imdbRating,imdbVotes
1873,Les Misérables,0,1998,134,"['Crime', 'Drama', 'Romance']",7.4,43204
1875,Clockwatchers,0,1997,96,"['Comedy', 'Drama']",6.6,6496
1876,Deep Impact,0,1998,120,"['Action', 'Drama', 'Sci-Fi']",6.2,190494
1882,Godzilla,0,1998,139,"['Action', 'Sci-Fi', 'Thriller']",5.4,203703
1883,Bulworth,0,1998,108,"['Comedy', 'Drama', 'Romance']",6.8,27306
1884,Fear and Loathing in Las Vegas,0,1998,118,"['Adventure', 'Comedy', 'Drama']",7.5,301657
1885,The Opposite of Sex,0,1998,105,"['Comedy', 'Drama', 'Romance']",6.4,21765
1889,Insomnia,0,1997,96,"['Crime', 'Mystery', 'Thriller']",7.2,15596
1892,A Perfect Murder,0,1998,107,"['Crime', 'Drama', 'Thriller']",6.6,92265
1894,Six Days Seven Nights,0,1998,102,"['Action', 'Adventure', 'Comedy']",5.9,83428
1895,Can't Hardly Wait,0,1998,100,"['Comedy', 'Romance']",6.5,53999
1907,Mulan,0,1998,87,"['Adventure', 'Animation', 'Comedy']",7.7,316748
1909,The X Files,0,1998,121,"['Drama', 'Mystery', 'Sci-Fi']",7.0,110206
1911,Doctor Dolittle,0,1998,85,"['Comedy', 'Family', 'Fantasy']",5.4,102162
1912,Out of Sight,0,1998,123,"['Comedy', 'Crime', 'Drama']",7.0,99373
1914,Smoke Signals,0,1998,89,"['Comedy', 'Drama']",7.2,12608
1916,Buffalo '66,0,1998,110,"['Comedy', 'Drama', 'Romance']",7.4,60323
1917,Armageddon,0,1998,151,"['Action', 'Adventure', 'Sci-Fi']",6.7,451058
1918,Lethal Weapon 4,0,1998,127,"['Action', 'Crime', 'Thriller']",6.6,172305
1919,Madeline,0,1998,88,"['Comedy', 'Family']",6.0,8047
1920,Small Soldiers,0,1998,110,"['Action', 'Adventure', 'Comedy']",6.3,105772
1921,Pi,0,1998,84,"['Drama', 'Horror', 'Mystery']",7.3,186507
1923,There's Something About Mary,0,1998,119,"['Comedy', 'Romance']",7.1,329061
1924,Plan 9 from Outer Space,0,1957,79,"['Horror', 'Sci-Fi']",3.9,40453
1927,All Quiet on the Western Front,0,1930,152,"['Drama', 'War']",8.1,67716
1931,Mutiny on the Bounty,0,1935,132,"['Adventure', 'Biography', 'Drama']",7.6,24868
1939,The Best Years of Our Lives,0,1946,170,"['Drama', 'Romance', 'War']",8.1,70596
1944,From Here to Eternity,0,1953,118,"['Drama', 'Romance', 'War']",7.6,50847
1945,On the Waterfront,0,1954,108,"['Crime', 'Drama', 'Thriller']",8.1,165030
1947,West Side Story,0,1961,153,"['Crime', 'Drama', 'Musical']",7.6,121259
1948,Tom Jones,0,1963,129,"['Adventure', 'Comedy', 'History']",6.4,14269
1949,A Man for All Seasons,0,1966,120,"['Biography', 'Drama', 'History']",7.7,37175
1950,In the Heat of the Night,0,1967,110,"['Drama', 'Mystery', 'Thriller']",7.9,83610
1951,Oliver!,0,1968,153,"['Drama', 'Family', 'Musical']",7.4,41430
1952,Midnight Cowboy,0,1969,113,['Drama'],7.8,120902
1953,The French Connection,0,1971,104,"['Action', 'Crime', 'Drama']",7.7,135784
1954,Rocky,0,1976,120,"['Drama', 'Sport']",8.1,628816
1955,Kramer vs. Kramer,0,1979,105,['Drama'],7.8,154808
1956,Ordinary People,0,1980,124,['Drama'],7.7,56717
1957,Chariots of Fire,0,1981,125,"['Biography', 'Drama', 'Sport']",7.1,65926
1958,Terms of Endearment,0,1983,132,"['Comedy', 'Drama']",7.4,65526
1959,Out of Africa,0,1985,161,"['Biography', 'Drama', 'Romance']",7.1,86409
1960,The Last Emperor,0,1987,163,"['Biography', 'Drama', 'History']",7.7,111566
1961,Rain Man,0,1988,133,['Drama'],8.0,546918
1962,Driving Miss Daisy,0,1989,99,"['Comedy', 'Drama']",7.3,117606
1963,Take the Money and Run,0,1969,85,"['Comedy', 'Crime']",7.2,31474
1964,Klute,0,1971,114,"['Crime', 'Mystery', 'Thriller']",7.1,29646
1965,Repo Man,0,1984,92,"['Action', 'Comedy', 'Crime']",6.9,41164
1966,Metropolitan,0,1989,98,"['Comedy', 'Drama', 'Romance']",7.3,12418
1967,Labyrinth,0,1986,101,"['Adventure', 'Family', 'Fantasy']",7.3,149693
1968,The Breakfast Club,0,1985,97,"['Comedy', 'Drama']",7.8,436858
1969,A Nightmare on Elm Street 2: Freddy's Revenge,0,1985,87,['Horror'],5.4,77503
1970,A Nightmare on Elm Street 3: Dream Warriors,0,1987,96,"['Fantasy', 'Horror']",6.6,90373
1971,A Nightmare on Elm Street 4: The Dream Master,0,1988,93,['Horror'],5.6,61687
1972,A Nightmare on Elm Street: The Dream Child,0,1989,89,"['Fantasy', 'Horror']",5.0,50705
1973,Freddy's Dead: The Final Nightmare,0,1991,89,"['Fantasy', 'Horror']",4.7,51021
1974,Friday the 13th,0,1980,95,"['Horror', 'Mystery', 'Thriller']",6.4,157544
1975,Friday the 13th Part 2,0,1981,87,"['Horror', 'Mystery', 'Thriller']",6.1,77805
1976,Friday the 13th: Part 3,0,1982,95,"['Horror', 'Thriller']",5.6,60444
1977,Friday the 13th: The Final Chapter,0,1984,91,"['Horror', 'Thriller']",6.0,59207
1982,Halloween,0,1978,91,"['Horror', 'Thriller']",7.7,306957
1983,Halloween II,0,1981,92,['Horror'],6.5,101758
1991,Child's Play,0,1988,87,"['Horror', 'Thriller']",6.7,116829
1993,Child's Play 3,0,1991,90,"['Horror', 'Thriller']",5.2,46212
1994,Poltergeist,0,1982,114,"['Horror', 'Thriller']",7.3,179691
1995,Poltergeist II: The Other Side,0,1986,91,['Horror'],5.7,29907
1997,The Exorcist,0,1973,122,['Horror'],8.1,455293
2000,Lethal Weapon,0,1987,109,"['Action', 'Crime', 'Thriller']",7.6,276501
2001,Lethal Weapon 2,0,1989,114,"['Action', 'Crime', 'Thriller']",7.3,188941
2002,Lethal Weapon 3,0,1992,118,"['Action', 'Crime', 'Thriller']",6.7,178595
2003,Gremlins,0,1984,106,"['Comedy', 'Fantasy', 'Horror']",7.3,247969
2004,Gremlins 2: The New Batch,0,1990,106,"['Comedy', 'Fantasy', 'Horror']",6.4,112915
2005,The Goonies,0,1985,114,"['Adventure', 'Comedy', 'Family']",7.7,298612
2006,The Mask of Zorro,0,1998,136,"['Action', 'Adventure', 'Comedy']",6.8,197898
2009,Soylent Green,0,1973,97,"['Crime', 'Mystery', 'Sci-Fi']",7.0,70608
2010,Metropolis,0,1927,153,"['Drama', 'Sci-Fi']",8.3,185628
2011,Back to the Future Part II,0,1989,108,"['Adventure', 'Comedy', 'Sci-Fi']",7.8,572954
2012,Back to the Future Part III,0,1990,118,"['Adventure', 'Comedy', 'Sci-Fi']",7.4,481135
2013,The Poseidon Adventure,0,1972,117,"['Action', 'Adventure', 'Drama']",7.1,49266
2014,Freaky Friday,0,1976,98,"['Comedy', 'Family', 'Fantasy']",6.3,14095
2015,The Absent Minded Professor,0,1961,97,"['Comedy', 'Family', 'Sci-Fi']",6.7,9284
2017,Babes in Toyland,0,1961,106,"['Comedy', 'Family', 'Fantasy']",6.1,4819
2018,Bambi,0,1942,69,"['Adventure', 'Animation', 'Drama']",7.3,154178
2019,Seven Samurai,0,1954,207,"['Action', 'Drama']",8.6,367035
2020,Dangerous Liaisons,0,1988,119,"['Drama', 'Romance']",7.5,75174
2021,Dune,0,1984,137,"['Action', 'Adventure', 'Sci-Fi']",6.3,179771
2022,The Last Temptation of Christ,0,1988,164,['Drama'],7.5,63196
2023,The Godfather Part III,0,1990,162,"['Crime', 'Drama']",7.6,424336
2025,Lolita,0,1997,137,"['Drama', 'Romance']",6.8,66598
2027,Mafia!,0,1998,87,"['Comedy', 'Crime']",5.5,15985
2028,Saving Private Ryan,0,1998,169,"['Drama', 'War']",8.6,1497383
2033,The Black Cauldron,0,1985,80,"['Action', 'Adventure', 'Animation']",6.3,40778
2034,The Black Hole,0,1979,98,"['Action', 'Sci-Fi']",5.9,28019
2036,Blank Check,0,1994,93,"['Comedy', 'Crime', 'Family']",5.3,22130
2040,The Computer Wore Tennis Shoes,0,1969,91,"['Comedy', 'Family', 'Sci-Fi']",5.9,5948
2042,D2: The Mighty Ducks,0,1994,106,"['Comedy', 'Drama', 'Family']",6.1,43061
2046,Flight of the Navigator,0,1986,90,"['Adventure', 'Comedy', 'Family']",6.9,51718
2048,The Great Mouse Detective,0,1986,74,"['Adventure', 'Animation', 'Family']",7.1,54454
2052,Hocus Pocus,0,1993,96,"['Comedy', 'Family', 'Fantasy']",6.9,155998
2053,"Honey, I Blew Up the Kid",0,1992,89,"['Adventure', 'Comedy', 'Family']",4.9,46848
2054,"Honey, I Shrunk the Kids",0,1989,93,"['Adventure', 'Comedy', 'Family']",6.4,166439
2058,The Negotiator,0,1998,140,"['Action', 'Crime', 'Drama']",7.3,155051
2059,The Parent Trap,0,1998,128,"['Adventure', 'Comedy', 'Drama']",6.6,154960
2060,BASEketball,0,1998,103,"['Comedy', 'Sport']",6.5,66448
2064,Roger & Me,0,1989,91,['Documentary'],7.5,27518
2065,The Purple Rose of Cairo,0,1985,82,"['Comedy', 'Fantasy', 'Romance']",7.7,55312
2067,Doctor Zhivago,0,1965,197,"['Drama', 'Romance', 'War']",7.9,82127
2070,Tender Mercies,0,1983,92,"['Drama', 'Music']",7.3,12037
2072,The 'Burbs,0,1989,102,"['Comedy', 'Mystery', 'Thriller']",6.8,83576
2073,Fandango,0,1985,91,"['Comedy', 'Drama']",6.7,8744
2076,Blue Velvet,0,1986,120,"['Crime', 'Drama', 'Mystery']",7.7,215849
2077,The Journey of Natty Gann,0,1985,101,"['Adventure', 'Drama', 'Family']",7.0,6893
2078,The Jungle Book,0,1967,78,"['Adventure', 'Animation', 'Comedy']",7.6,198797
2080,Lady and the Tramp,0,1955,76,"['Adventure', 'Animation', 'Comedy']",7.3,148577
2081,The Little Mermaid,0,1989,83,"['Adventure', 'Animation', 'Family']",7.6,291141
2082,The Mighty Ducks,0,1992,104,"['Comedy', 'Drama', 'Family']",6.6,71861
2083,The Muppet Christmas Carol,0,1992,85,"['Comedy', 'Drama', 'Family']",7.8,70663
2084,Newsies,0,1992,121,"['Drama', 'Family', 'History']",6.9,22582
2085,One Hundred and One Dalmatians,0,1961,79,"['Adventure', 'Animation', 'Comedy']",7.3,182361
2087,Peter Pan,0,1953,77,"['Adventure', 'Animation', 'Family']",7.3,153205
2088,Popeye,0,1980,114,"['Adventure', 'Comedy', 'Family']",5.4,34425
2089,The Rescuers Down Under,0,1990,77,"['Adventure', 'Animation', 'Comedy']",6.8,47301
2090,The Rescuers,0,1977,77,"['Adventure', 'Animation', 'Comedy']",6.9,69952
2092,Aladdin 2: The Return of Jafar,0,1994,69,"['Adventure', 'Animation', 'Comedy']",5.8,31566
2093,Return to Oz,0,1985,113,"['Adventure', 'Family', 'Fantasy']",6.7,30386
2094,The Rocketeer,0,1991,108,"['Action', 'Adventure', 'Family']",6.6,61789
2096,Sleeping Beauty,0,1959,75,"['Adventure', 'Animation', 'Family']",7.2,160976
2097,Something Wicked This Way Comes,0,1983,95,"['Fantasy', 'Mystery', 'Thriller']",6.7,10624
2099,Song of the South,0,1946,94,"['Animation', 'Comedy', 'Family']",6.9,15241
2100,Splash,0,1983,111,"['Comedy', 'Fantasy', 'Romance']",6.3,83450
2105,Tron,0,1982,96,"['Action', 'Adventure', 'Sci-Fi']",6.7,129366
2106,Swing Kids,0,1993,112,"['Drama', 'Music']",6.7,17357
2108,L.A. Story,0,1991,95,"['Comedy', 'Drama', 'Fantasy']",6.7,34440
2109,The Jerk,0,1979,94,['Comedy'],7.1,64246
2110,Dead Men Don't Wear Plaid,0,1982,88,"['Comedy', 'Crime', 'Mystery']",6.8,23774
2111,The Man with Two Brains,0,1983,93,"['Comedy', 'Romance', 'Sci-Fi']",6.4,27904
2112,Grand Canyon,0,1991,134,"['Crime', 'Drama']",6.8,16716
2114,The Outsiders,0,1983,91,"['Crime', 'Drama']",7.0,97647
2115,Indiana Jones and the Temple of Doom,0,1984,118,"['Action', 'Adventure']",7.5,535527
2116,The Lord of the Rings,0,1978,132,"['Adventure', 'Animation', 'Fantasy']",6.2,35892
2117,1984,0,1984,113,"['Drama', 'Sci-Fi']",7.1,79076
2118,The Dead Zone,0,1983,103,"['Drama', 'Horror', 'Sci-Fi']",7.2,77369
2121,Cujo,0,1983,93,"['Horror', 'Thriller']",6.1,51016
2122,Children of the Corn,0,1984,92,"['Horror', 'Thriller']",5.6,57364
2123,All Dogs Go to Heaven,0,1989,84,"['Adventure', 'Animation', 'Comedy']",6.7,46150
2124,The Addams Family,0,1991,99,"['Comedy', 'Fantasy']",6.9,180078
2125,Ever After: A Cinderella Story,0,1998,121,"['Drama', 'Romance']",7.1,81768
2126,Snake Eyes,0,1998,98,"['Crime', 'Mystery', 'Thriller']",6.1,86797
2130,Atlantic City,0,1980,104,"['Crime', 'Drama', 'Romance']",7.3,18305
2132,Who's Afraid of Virginia Woolf?,0,1966,131,['Drama'],8.0,79954
2133,Adventures in Babysitting,0,1987,102,"['Adventure', 'Comedy', 'Crime']",6.9,49160
2134,Weird Science,0,1985,94,"['Comedy', 'Romance', 'Sci-Fi']",6.6,97480
2135,Doctor Dolittle,0,1967,152,"['Adventure', 'Comedy', 'Family']",6.1,10272
2136,The Nutty Professor,0,1963,107,"['Comedy', 'Romance', 'Sci-Fi']",6.6,19430
2137,Charlotte's Web,0,1973,94,"['Adventure', 'Animation', 'Drama']",6.9,22738
2138,Watership Down,0,1978,91,"['Adventure', 'Animation', 'Drama']",7.6,39451
2139,The Secret of NIMH,0,1982,82,"['Adventure', 'Animation', 'Drama']",7.5,45206
2140,The Dark Crystal,0,1982,93,"['Adventure', 'Family', 'Fantasy']",7.1,71518
2141,An American Tail,0,1986,80,"['Adventure', 'Animation', 'Comedy']",6.9,58101
2142,An American Tail: Fievel Goes West,0,1991,75,"['Adventure', 'Animation', 'Family']",6.5,28334
2143,Legend,0,1985,94,"['Adventure', 'Fantasy', 'Romance']",6.3,72534
2144,Sixteen Candles,0,1984,93,"['Comedy', 'Romance']",7.0,126463
2145,Pretty in Pink,0,1986,97,"['Comedy', 'Drama', 'Romance']",6.7,88636
2146,St. Elmo's Fire,0,1985,110,"['Drama', 'Romance']",6.4,46420
2148,House,0,1985,93,"['Comedy', 'Fantasy', 'Horror']",6.1,29996
2150,The Gods Must Be Crazy,0,1980,109,"['Adventure', 'Comedy']",7.3,59482
2151,The Gods Must Be Crazy II,0,1989,98,['Comedy'],6.8,18056
2153,The Avengers,0,1998,89,"['Action', 'Adventure', 'Sci-Fi']",3.8,45435
2155,Slums of Beverly Hills,0,1998,91,"['Comedy', 'Drama']",6.7,14625
2159,Henry: Portrait of a Serial Killer,0,1986,83,"['Biography', 'Crime', 'Drama']",7.0,40482
2160,Rosemary's Baby,0,1968,137,"['Drama', 'Horror']",8.0,235354
2161,The NeverEnding Story,0,1984,102,"['Adventure', 'Drama', 'Family']",7.3,157062
2162,The NeverEnding Story II: The Next Chapter,0,1990,89,"['Adventure', 'Drama', 'Family']",5.1,27554
2163,Attack of the Killer Tomatoes!,0,1978,83,"['Adventure', 'Comedy', 'Horror']",4.6,14962
2167,Blade,0,1998,120,"['Action', 'Horror', 'Sci-Fi']",7.1,299182
2169,Dead Man on Campus,0,1998,96,['Comedy'],6.0,16358
2170,Wrongfully Accused,0,1998,87,"['Action', 'Comedy', 'Thriller']",6.0,29302
2171,Next Stop Wonderland,0,1998,104,"['Comedy', 'Drama', 'Romance']",6.6,5131
2174,Beetlejuice,0,1988,92,"['Comedy', 'Fantasy']",7.5,340387
2176,Rope,0,1948,80,"['Crime', 'Drama', 'Mystery']",7.9,153776
2183,The Man Who Knew Too Much,0,1956,120,"['Drama', 'Thriller']",7.4,69626
2184,The Trouble with Harry,0,1955,99,"['Comedy', 'Mystery']",7.0,41288
2186,Strangers on a Train,0,1951,101,"['Crime', 'Drama', 'Film-Noir']",7.9,141081
2188,54,0,1998,93,"['Drama', 'Music']",5.9,34564
2193,Willow,0,1988,126,"['Action', 'Adventure', 'Drama']",7.2,129962
2194,The Untouchables,0,1987,119,"['Crime', 'Drama', 'Thriller']",7.8,330976
2195,Dirty Work,0,1998,82,['Comedy'],6.4,30181
2202,Lifeboat,0,1944,97,"['Drama', 'War']",7.6,31195
2203,Shadow of a Doubt,0,1943,108,"['Film-Noir', 'Thriller']",7.8,70531
2206,Suspicion,0,1941,99,"['Film-Noir', 'Mystery', 'Thriller']",7.3,42465
2208,The Lady Vanishes,0,1938,96,"['Mystery', 'Thriller']",7.7,57194
2231,Rounders,0,1998,121,"['Crime', 'Drama']",7.3,160230
2232,Cube,0,1997,90,"['Horror', 'Mystery', 'Sci-Fi']",7.1,247753
2236,Simon Birch,0,1998,114,"['Comedy', 'Drama', 'Family']",6.8,22214
2239,Swept Away,0,1974,114,"['Adventure', 'Comedy', 'Drama']",7.5,6785
2240,My Bodyguard,0,1980,102,"['Comedy', 'Drama', 'Family']",7.1,10848
2243,Broadcast News,0,1987,133,"['Comedy', 'Drama', 'Romance']",7.3,34144
2245,Working Girl,0,1988,113,"['Comedy', 'Drama', 'Romance']",6.8,62444
2247,Married to the Mob,0,1988,104,"['Comedy', 'Crime', 'Romance']",6.2,19743
2248,Say Anything,0,1989,100,"['Comedy', 'Drama', 'Romance']",7.3,95996
2249,My Blue Heaven,0,1990,97,"['Comedy', 'Crime']",6.2,22517
2252,Hero,0,1992,119,"['Comedy', 'Drama', 'Romance']",6.5,23816
2253,Toys,0,1992,118,"['Adventure', 'Comedy', 'Drama']",5.1,33646
2259,Blame It on Rio,0,1984,100,"['Comedy', 'Romance']",5.8,11795
2261,One Crazy Summer,0,1986,93,"['Comedy', 'Romance']",6.4,16764
2262,About Last Night,0,1986,113,"['Comedy', 'Drama', 'Romance']",6.3,17324
2263,The Seventh Sign,0,1988,97,"['Drama', 'Fantasy', 'Horror']",5.8,15686
2266,The Butcher's Wife,0,1991,107,"['Comedy', 'Fantasy', 'Romance']",5.4,8834
2268,A Few Good Men,0,1992,138,"['Drama', 'Thriller']",7.7,287571
2269,Indecent Proposal,0,1993,117,"['Drama', 'Romance']",6.0,78187
2273,Rush Hour,0,1998,98,"['Action', 'Comedy', 'Crime']",7.0,294909
2275,Six-String Samurai,0,1998,91,"['Action', 'Adventure', 'Comedy']",6.4,7977
2278,Ronin,0,1998,122,"['Action', 'Crime', 'Thriller']",7.2,195257
2279,Urban Legend,0,1998,99,"['Horror', 'Mystery', 'Thriller']",5.6,71520
2282,Pecker,0,1998,87,"['Comedy', 'Drama']",6.3,14859
2287,Them!,0,1954,94,"['Horror', 'Sci-Fi']",7.2,24206
2288,The Thing,0,1982,109,"['Horror', 'Mystery', 'Sci-Fi']",8.2,467047
2289,The Player,0,1992,124,"['Comedy', 'Crime', 'Drama']",7.5,65825
2290,Stardust Memories,0,1980,89,"['Comedy', 'Drama']",7.2,23991
2291,Edward Scissorhands,0,1990,105,"['Drama', 'Fantasy', 'Romance']",7.9,524155
2294,Antz,0,1998,83,"['Adventure', 'Animation', 'Comedy']",6.5,164117
2296,A Night at the Roxbury,0,1998,82,"['Comedy', 'Music', 'Romance']",6.2,64307
2297,What Dreams May Come,0,1998,113,"['Drama', 'Fantasy', 'Romance']",7.0,114469
2300,The Producers,0,1967,88,"['Comedy', 'Music']",7.5,59905
2301,History of the World: Part I,0,1981,92,"['Comedy', 'History', 'Musical']",6.8,55258
2302,My Cousin Vinny,0,1992,120,"['Comedy', 'Crime']",7.6,140687
2303,Nashville,0,1975,160,"['Comedy', 'Drama', 'Music']",7.6,28576
2306,Holy Man,0,1998,114,"['Comedy', 'Drama']",5.0,20947
2311,2010,0,1984,116,"['Adventure', 'Mystery', 'Sci-Fi']",6.7,57306
2312,Children of a Lesser God,0,1986,119,"['Drama', 'Romance']",7.2,18689
2313,The Elephant Man,0,1980,124,"['Biography', 'Drama']",8.2,258602
2315,Bride of Chucky,0,1998,89,"['Comedy', 'Horror', 'Thriller']",5.6,64283
2316,Practical Magic,0,1998,104,"['Comedy', 'Drama', 'Fantasy']",6.3,93114
2318,Happiness,0,1998,134,"['Comedy', 'Drama']",7.7,74462
2320,Apt Pupil,0,1998,111,"['Crime', 'Drama', 'Thriller']",6.7,41648
2321,Pleasantville,0,1998,124,"['Comedy', 'Drama', 'Fantasy']",7.5,136372
2322,Soldier,0,1998,99,"['Action', 'Drama', 'Sci-Fi']",6.0,59600
2324,Life Is Beautiful,0,1997,116,"['Comedy', 'Drama', 'Romance']",8.6,743671
2325,Orgazmo,0,1997,94,['Comedy'],6.1,38057
2328,Vampires,0,1998,108,"['Action', 'Horror', 'Thriller']",6.1,63787
2329,American History X,0,1998,119,"['Crime', 'Drama']",8.5,1186895
2334,The Siege,0,1998,116,"['Action', 'Thriller']",6.4,78139
2335,The Waterboy,0,1998,90,"['Comedy', 'Sport']",6.1,178487
2336,Elizabeth,0,1998,124,"['Biography', 'Drama', 'History']",7.4,105170
2338,I Still Know What You Did Last Summer,0,1998,100,"['Horror', 'Mystery', 'Thriller']",4.7,78687
2340,Meet Joe Black,0,1998,178,"['Drama', 'Fantasy', 'Romance']",7.2,265018
2344,Runaway Train,0,1985,111,"['Action', 'Adventure', 'Drama']",7.2,33036
2346,The Stepford Wives,0,1975,115,"['Horror', 'Mystery', 'Sci-Fi']",6.9,19581
2348,Sid and Nancy,0,1986,112,"['Biography', 'Drama', 'Music']",7.0,34703
2349,Mona Lisa,0,1986,104,"['Crime', 'Drama', 'Romance']",7.3,18727
2351,Nights of Cabiria,0,1957,110,['Drama'],8.1,51973
2352,The Big Chill,0,1983,105,"['Comedy', 'Drama']",7.1,41485
2353,Enemy of the State,0,1998,132,"['Action', 'Thriller']",7.3,259041
2354,The Rugrats Movie,0,1998,79,"['Adventure', 'Animation', 'Comedy']",5.9,20739
2355,A Bug's Life,0,1998,95,"['Adventure', 'Animation', 'Comedy']",7.2,314697
2356,Celebrity,0,1998,113,"['Comedy', 'Drama']",6.3,28434
2357,Central Station,0,1998,110,['Drama'],8.0,42347
2359,Waking Ned Devine,0,1998,91,['Comedy'],7.3,28048
2360,The Celebration,0,1998,105,['Drama'],8.0,93928
2361,Pink Flamingos,0,1972,93,"['Comedy', 'Crime']",6.0,27920
2366,King Kong,0,1933,100,"['Adventure', 'Horror']",7.9,91019
2367,King Kong,0,1976,134,"['Adventure', 'Horror']",6.0,35578
2369,Desperately Seeking Susan,0,1985,104,"['Comedy', 'Drama']",6.1,26094
2371,Fletch,0,1985,98,"['Comedy', 'Crime', 'Mystery']",6.9,57955
2372,Fletch Lives,0,1989,95,"['Comedy', 'Crime', 'Mystery']",6.1,23276
2373,Red Sonja,0,1985,89,"['Action', 'Adventure', 'Fantasy']",5.1,44912
2374,Gung Ho,0,1986,111,"['Comedy', 'Drama']",6.3,13940
2375,The Money Pit,0,1986,91,['Comedy'],6.4,62282
2376,A View to a Kill,0,1985,131,"['Action', 'Adventure', 'Thriller']",6.3,104957
2377,Lifeforce,0,1985,101,"['Action', 'Horror', 'Mystery']",6.1,29497
2378,Police Academy,0,1984,96,['Comedy'],6.7,137510
2379,Police Academy 2: Their First Assignment,0,1985,87,['Comedy'],5.8,59243
2380,Police Academy 3: Back in Training,0,1986,83,['Comedy'],5.4,48673
2381,Police Academy 4: Citizens on Patrol,0,1987,88,"['Comedy', 'Crime']",5.0,45779
2382,Police Academy 5: Assignment: Miami Beach,0,1988,90,"['Comedy', 'Crime']",4.6,38396
2384,Babe: Pig in the City,0,1998,97,"['Adventure', 'Comedy', 'Drama']",5.8,35483
2387,Very Bad Things,0,1998,100,"['Comedy', 'Crime', 'Thriller']",6.3,49023
2389,Psycho,0,1998,105,"['Horror', 'Mystery', 'Thriller']",4.6,50716
2390,Little Voice,0,1998,97,"['Comedy', 'Drama', 'Music']",7.0,17187
2391,A Simple Plan,0,1998,121,"['Crime', 'Drama', 'Thriller']",7.5,76191
2392,Jack Frost,0,1998,101,"['Comedy', 'Drama', 'Family']",5.4,40954
2393,Star Trek: Insurrection,0,1998,103,"['Action', 'Adventure', 'Sci-Fi']",6.4,79491
2394,The Prince of Egypt,0,1998,99,"['Adventure', 'Animation', 'Drama']",7.2,146503
2395,Rushmore,0,1998,93,"['Comedy', 'Drama', 'Romance']",7.6,198069
2396,Shakespeare in Love,0,1998,123,"['Comedy', 'Drama', 'History']",7.1,234430
2398,Miracle on 34th Street,0,1947,96,"['Comedy', 'Drama', 'Family']",7.9,54937
2401,Pale Rider,0,1985,115,"['Drama', 'Western']",7.3,64743
2402,Rambo: First Blood Part II,0,1985,96,"['Action', 'Adventure', 'Thriller']",6.5,182615
2403,First Blood,0,1982,93,"['Action', 'Adventure', 'Thriller']",7.7,275754
2404,Rambo III,0,1988,102,"['Action', 'Adventure', 'Thriller']",5.8,140258
2405,The Jewel of the Nile,0,1985,106,"['Action', 'Adventure', 'Comedy']",6.1,62524
2406,Romancing the Stone,0,1984,106,"['Action', 'Adventure', 'Comedy']",6.9,103387
2407,Cocoon,0,1985,117,"['Comedy', 'Drama', 'Sci-Fi']",6.7,68871
2408,Cocoon: The Return,0,1988,116,"['Adventure', 'Comedy', 'Mystery']",5.4,17340
2409,Rocky II,0,1979,119,"['Drama', 'Sport']",7.3,231378
2410,Rocky III,0,1982,99,"['Drama', 'Sport']",6.8,211333
2411,Rocky IV,0,1985,91,"['Drama', 'Sport']",6.9,226555
2412,Rocky V,0,1990,104,"['Drama', 'Sport']",5.4,150691
2413,Clue,0,1985,94,"['Comedy', 'Crime', 'Mystery']",7.2,109388
2414,Young Sherlock Holmes,0,1985,109,"['Adventure', 'Fantasy', 'Mystery']",6.8,23415
2416,Back to School,0,1986,96,"['Comedy', 'Romance', 'Sport']",6.7,36232
2418,Nothing in Common,0,1986,118,"['Comedy', 'Drama', 'Romance']",5.9,7887
2420,The Karate Kid,0,1984,126,"['Action', 'Drama', 'Family']",7.3,244649
2421,The Karate Kid Part II,0,1986,113,"['Action', 'Family', 'Sport']",6.1,98939
2422,The Karate Kid Part III,0,1989,112,"['Action', 'Drama', 'Family']",5.3,69205
2423,National Lampoon's Christmas Vacation,0,1989,97,['Comedy'],7.5,220187
2424,You've Got Mail,0,1998,119,"['Comedy', 'Drama', 'Romance']",6.7,229799
2427,The Thin Red Line,0,1998,170,"['Drama', 'History', 'War']",7.6,199687
2428,The Faculty,0,1998,104,"['Horror', 'Mystery', 'Sci-Fi']",6.6,135189
2429,Mighty Joe Young,0,1998,114,"['Action', 'Adventure', 'Family']",5.7,30821
2430,Mighty Joe Young,0,1949,94,"['Adventure', 'Drama', 'Fantasy']",7.0,5787
2431,Patch Adams,0,1998,115,"['Biography', 'Comedy', 'Drama']",6.8,122367
2432,Stepmom,0,1998,125,"['Comedy', 'Drama']",6.8,74549
2433,A Civil Action,0,1998,115,"['Biography', 'Drama']",6.6,31097
2436,Tea with Mussolini,0,1999,117,"['Comedy', 'Drama', 'War']",6.9,14202
2443,Playing by Heart,0,1998,121,"['Comedy', 'Drama', 'Romance']",6.9,20295
2445,At First Sight,0,1999,128,"['Drama', 'Romance']",6.0,14330
2447,Varsity Blues,0,1999,106,"['Comedy', 'Drama', 'Romance']",6.5,49111
2450,Howard the Duck,0,1986,110,"['Action', 'Adventure', 'Comedy']",4.7,50774
2454,The Fly,0,1958,94,"['Drama', 'Horror', 'Sci-Fi']",7.1,25680
2455,The Fly,0,1986,96,"['Drama', 'Horror', 'Sci-Fi']",7.6,202062
2456,The Fly II,0,1989,105,"['Drama', 'Horror', 'Sci-Fi']",5.1,24711
2457,Running Scared,0,1986,107,"['Action', 'Comedy', 'Crime']",6.5,15017
